Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Revenue,journey_month,journey_day,journey_weekday,journey_quarter,month_name,duration_mins,stops_clean,dep_hour,dep_time_of_day,arrival_hour,arrival_time_of_day,price_band
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,17:30,10/04/26 1:30,8h,1 stop,No info,13017,13017,3,24,6,1,Mar,480,1,17,Evening,1,Night,Premium
GoAir,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,23:30,07/06/26 7:45,8h 15m,1 stop,No info,6686,6686,5,1,2,2,May,495,1,23,Night,7,Morning,Mid-Range
IndiGo,2019-06-09,Delhi,Cochin,DEL → MAA → COK,2:00,7:25,5h 25m,1 stop,No info,5636,5636,6,9,6,2,Jun,325,1,2,Night,7,Morning,Mid-Range
IndiGo,2019-05-12,Delhi,Cochin,DEL → HYD → COK,7:35,16:10,8h 35m,1 stop,No info,6442,6442,5,12,6,2,May,515,1,7,Morning,16,Afternoon,Mid-Range
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → HYD → COK,13:05,22/05/26 0:55,11h 50m,1 stop,No info,9486,9486,3,24,6,1,Mar,710,1,13,Afternoon,0,Night,Mid-Range
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,20:00,22/05/26 23:35,27h 35m,1 stop,In-flight meal not included,10844,10844,5,1,2,2,May,1655,1,20,Evening,23,Night,Premium
Jet Airways,2019-06-09,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04/06/26 4:25,8h 25m,2 stops,In-flight meal not included,15318,15318,6,9,6,2,Jun,505,2,20,Evening,4,Night,Premium
Air India,2019-05-12,Delhi,Cochin,DEL → MAA → COK,12:30,04/04/26 9:25,20h 55m,1 stop,No info,5117,5117,5,12,6,2,May,1255,1,12,Afternoon,9,Morning,Mid-Range
IndiGo,2019-03-24,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147,6147,3,24,6,1,Mar,290,1,15,Afternoon,20,Evening,Mid-Range
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7005,7005,5,1,2,2,May,490,1,12,Afternoon,21,Night,Mid-Range
SpiceJet,2019-06-09,Kolkata,Banglore,CCU → BLR,22:20,04/04/26 0:40,2h 20m,non-stop,No info,3873,3873,6,9,6,2,Jun,140,0,22,Night,0,Night,Budget
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,22/03/26 18:50,24h 25m,2 stops,In-flight meal not included,9270,9270,5,12,6,2,May,1465,2,18,Evening,18,Evening,Mid-Range
GoAir,2019-03-24,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898,3898,3,24,6,1,Mar,170,0,11,Morning,14,Afternoon,Budget
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,8:25,20:45,12h 20m,1 stop,No info,14781,14781,5,1,2,2,May,740,1,8,Morning,20,Evening,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,20:00,25/05/26 8:15,12h 15m,1 stop,In-flight meal not included,8586,8586,6,9,6,2,Jun,735,1,20,Evening,8,Morning,Mid-Range
Air India,2019-05-12,Kolkata,Banglore,CCU → JAI → BOM → BLR,8:20,10/05/26 7:55,23h 35m,2 stops,No info,10697,10697,5,12,6,2,May,1415,2,8,Morning,7,Morning,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,28/06/26 12:35,16h 35m,2 stops,No info,14300,14300,3,24,6,1,Mar,995,2,20,Evening,12,Afternoon,Premium
IndiGo,2019-05-01,Banglore,New Delhi,BLR → DEL,18:55,21:45,2h 50m,non-stop,No info,8855,8855,5,1,2,2,May,170,0,18,Evening,21,Night,Mid-Range
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,16:30,13/05/26 18:15,25h 45m,1 stop,In-flight meal not included,10844,10844,6,9,6,2,Jun,1545,1,16,Afternoon,18,Evening,Premium
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BOM → COK,2:15,07/03/26 4:25,26h 10m,1 stop,No info,17024,17024,5,12,6,2,May,1570,1,2,Night,4,Night,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,9:35,02/05/26 14:25,28h 50m,1 stop,In-flight meal not included,9314,9314,3,24,6,1,Mar,1730,1,9,Morning,14,Afternoon,Mid-Range
IndiGo,2019-05-01,Banglore,New Delhi,BLR → DEL,0:40,3:25,2h 45m,non-stop,No info,4777,4777,5,1,2,2,May,165,0,0,Night,3,Night,Budget
Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,12:00,10/06/26 13:15,25h 15m,1 stop,No info,7662,7662,6,9,6,2,Jun,1515,1,12,Afternoon,13,Afternoon,Mid-Range
IndiGo,2019-05-12,Delhi,Cochin,DEL → HYD → COK,6:50,16:10,9h 20m,1 stop,No info,6442,6442,5,12,6,2,May,560,1,6,Morning,16,Afternoon,Mid-Range
SpiceJet,2019-03-24,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,4h 30m,1 stop,No info,5264,5264,3,24,6,1,Mar,270,1,8,Morning,13,Afternoon,Mid-Range
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,13:00,28/05/26 4:25,15h 25m,1 stop,In-flight meal not included,12898,12898,5,1,2,2,May,925,1,13,Afternoon,4,Night,Premium
Air India,2019-06-09,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,6092,6092,6,9,6,2,Jun,90,0,13,Afternoon,15,Afternoon,Mid-Range
SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No info,3311,3311,5,12,6,2,May,160,0,5,Morning,8,Morning,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,19:15,28/03/26 4:25,9h 10m,1 stop,In-flight meal not included,6540,6540,3,24,6,1,Mar,550,1,19,Evening,4,Night,Mid-Range
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,1:30,4:15,2h 45m,non-stop,No info,3419,3419,5,1,2,2,May,165,0,1,Night,4,Night,Budget
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,14:00,04/04/26 12:35,22h 35m,1 stop,In-flight meal not included,5177,5177,6,9,6,2,Jun,1355,1,14,Afternoon,12,Afternoon,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,8246,8246,5,12,6,2,May,185,0,18,Evening,21,Night,Mid-Range
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,9:35,21:05,11h 30m,1 stop,No info,14676,14676,3,24,6,1,Mar,690,1,9,Morning,21,Night,Premium
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13587,13587,5,1,2,2,May,570,1,11,Morning,21,Night,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,21:10,07/05/26 9:20,12h 10m,1 stop,In-flight meal not included,9663,9663,6,9,6,2,Jun,730,1,21,Night,9,Morning,Mid-Range
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,13/06/26 10:05,17h 35m,1 stop,No info,13044,13044,5,12,6,2,May,1055,1,16,Afternoon,10,Morning,Premium
IndiGo,2019-03-24,Delhi,Cochin,DEL → BOM → COK,20:25,04/04/26 1:30,5h 5m,1 stop,No info,5073,5073,3,24,6,1,Mar,305,1,20,Evening,1,Night,Mid-Range
Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,22/05/26 18:50,25h 50m,1 stop,No info,9345,9345,5,1,2,2,May,1550,1,17,Evening,18,Evening,Mid-Range
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,14:05,07/05/26 10:05,20h,1 stop,In-flight meal not included,9663,9663,6,9,6,2,Jun,1200,1,14,Afternoon,10,Morning,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,8:00,21:00,13h,1 stop,No info,14277,14277,5,12,6,2,May,780,1,8,Morning,21,Night,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,10:00,02/06/26 4:25,18h 25m,1 stop,In-flight meal not included,10262,10262,3,24,6,1,Mar,1105,1,10,Morning,4,Night,Premium
Jet Airways,2019-05-01,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,5678,5,1,2,2,May,90,0,19,Evening,21,Night,Mid-Range
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,16:00,16/05/26 1:30,9h 30m,1 stop,No info,13727,13727,6,9,6,2,Jun,570,1,16,Afternoon,1,Night,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,20:00,07/05/26 12:00,16h,1 stop,In-flight meal not included,9663,9663,5,12,6,2,May,960,1,20,Evening,12,Afternoon,Mid-Range
IndiGo,2019-03-24,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3858,3858,3,24,6,1,Mar,140,0,14,Afternoon,17,Evening,Budget
SpiceJet,2019-05-01,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,4h 30m,1 stop,No info,4812,4812,5,1,2,2,May,270,1,8,Morning,13,Afternoon,Budget
IndiGo,2019-06-09,Delhi,Cochin,DEL → LKO → COK,21:50,28/06/26 3:35,5h 45m,1 stop,No info,5775,5775,6,9,6,2,Jun,345,1,21,Night,3,Night,Mid-Range
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,9:35,07/06/26 9:45,24h 10m,1 stop,In-flight meal not included,10539,10539,5,12,6,2,May,1450,1,9,Morning,9,Morning,Premium
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804,4804,3,24,6,1,Mar,155,0,15,Afternoon,18,Evening,Budget
Air Asia,2019-05-01,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383,3383,5,1,2,2,May,165,0,11,Morning,13,Afternoon,Budget
IndiGo,2019-06-09,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1 stop,No info,8738,8738,6,9,6,2,Jun,295,1,12,Afternoon,17,Evening,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → TRV → COK,5:15,28/03/26 6:50,25h 35m,1 stop,No info,7165,7165,5,12,6,2,May,1535,1,5,Morning,6,Morning,Mid-Range
IndiGo,2019-03-24,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6412,6412,3,24,6,1,Mar,380,1,16,Afternoon,22,Night,Mid-Range
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016,8016,5,1,2,2,May,185,0,18,Evening,22,Night,Mid-Range
Jet Airways,2019-06-09,Banglore,New Delhi,BLR → BOM → DEL,20:35,13/03/26 15:15,18h 40m,1 stop,In-flight meal not included,11087,11087,6,9,6,2,Jun,1120,1,20,Evening,15,Afternoon,Premium
SpiceJet,2019-05-12,Chennai,Kolkata,MAA → CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,3543,5,12,6,2,May,135,0,9,Morning,12,Afternoon,Budget
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,13/06/26 4:40,12h 10m,1 stop,No info,12471,12471,3,24,6,1,Mar,730,1,16,Afternoon,4,Night,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,9:00,25/06/26 4:25,19h 25m,1 stop,In-flight meal not included,10262,10262,5,1,2,2,May,1165,1,9,Morning,4,Night,Premium
Air India,2019-06-09,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,4441,4441,6,9,6,2,Jun,170,0,13,Afternoon,16,Afternoon,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,7:05,15:30,8h 25m,1 stop,No info,12537,12537,5,12,6,2,May,505,1,7,Morning,15,Afternoon,Premium
GoAir,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,22:25,25/03/26 7:40,9h 15m,1 stop,No info,10091,10091,3,24,6,1,Mar,555,1,22,Night,7,Morning,Premium
Air India,2019-05-01,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,6961,6961,5,1,2,2,May,170,0,21,Night,23,Night,Mid-Range
IndiGo,2019-06-09,Delhi,Cochin,DEL → COK,5:35,8:50,3h 15m,non-stop,No info,5013,5013,6,9,6,2,Jun,195,0,5,Morning,8,Morning,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → COK,5:10,8:00,2h 50m,non-stop,No info,6934,6934,5,12,6,2,May,170,0,5,Morning,8,Morning,Mid-Range
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,6:40,19:00,12h 20m,1 stop,No info,10877,10877,3,24,6,1,Mar,740,1,6,Morning,19,Evening,Premium
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,7229,5,1,2,2,May,175,0,15,Afternoon,18,Evening,Mid-Range
IndiGo,2019-06-09,Delhi,Cochin,DEL → BOM → COK,16:00,28/03/26 1:35,9h 35m,1 stop,No info,7048,7048,6,9,6,2,Jun,575,1,16,Afternoon,1,Night,Mid-Range
Vistara,2019-05-12,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,4878,5,12,6,2,May,155,0,17,Evening,19,Evening,Budget
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844,10844,3,24,6,1,Mar,570,1,14,Afternoon,23,Night,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,20/05/26 4:25,29h 20m,2 stops,No info,15129,15129,5,1,2,2,May,1760,2,23,Night,4,Night,Premium
IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,0:30,3:25,2h 55m,non-stop,No info,3943,3943,6,9,6,2,Jun,175,0,0,Night,3,Night,Budget
SpiceJet,2019-05-12,Delhi,Cochin,DEL → MAA → COK,6:05,11:20,5h 15m,1 stop,No info,5583,5583,5,12,6,2,May,315,1,6,Morning,11,Morning,Mid-Range
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → HYD → COK,7:05,16:10,9h 5m,1 stop,No info,9646,9646,3,24,6,1,Mar,545,1,7,Morning,16,Afternoon,Mid-Range
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,8:30,19:15,10h 45m,1 stop,No info,7677,7677,5,1,2,2,May,645,1,8,Morning,19,Evening,Mid-Range
IndiGo,2019-06-09,Delhi,Cochin,DEL → BLR → COK,5:10,10:05,4h 55m,1 stop,No info,6842,6842,6,9,6,2,Jun,295,1,5,Morning,10,Morning,Mid-Range
Jet Airways,2019-05-12,Mumbai,Hyderabad,BOM → HYD,8:45,10:15,1h 30m,non-stop,In-flight meal not included,4995,4995,5,12,6,2,May,90,0,8,Morning,10,Morning,Budget
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,7:10,18:50,11h 40m,1 stop,No info,9555,9555,3,24,6,1,Mar,700,1,7,Morning,18,Evening,Mid-Range
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,1:30,4:15,2h 45m,non-stop,No info,4077,4077,5,1,2,2,May,165,0,1,Night,4,Night,Budget
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,7229,6,9,6,2,Jun,175,0,15,Afternoon,18,Evening,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,10h,1 stop,No info,12192,12192,5,12,6,2,May,600,1,9,Morning,19,Evening,Premium
Air India,2019-03-24,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5911,5911,3,24,6,1,Mar,165,0,10,Morning,12,Afternoon,Mid-Range
Air India,2019-05-01,Delhi,Cochin,DEL → BOM → COK,9:00,19:15,10h 15m,1 stop,No info,8372,8372,5,1,2,2,May,615,1,9,Morning,19,Evening,Mid-Range
Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,7:10,8:35,1h 25m,non-stop,In-flight meal not included,4995,4995,6,9,6,2,Jun,85,0,7,Morning,8,Morning,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14323,14323,5,12,6,2,May,555,1,10,Morning,19,Evening,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,10/06/26 4:25,22h 55m,2 stops,No info,13014,13014,3,24,6,1,Mar,1375,2,5,Morning,4,Night,Premium
Air India,2019-05-01,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,07/06/26 19:15,28h 50m,2 stops,No info,13591,13591,5,1,2,2,May,1730,2,14,Afternoon,19,Evening,Premium
Jet Airways,2019-06-09,Delhi,Cochin,DEL → IDR → BOM → COK,5:25,04/03/26 18:50,37h 25m,2 stops,No info,18799,18799,6,9,6,2,Jun,2245,2,5,Morning,18,Evening,Premium
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,23:30,28/04/26 2:20,2h 50m,non-stop,No info,3943,3943,5,12,6,2,May,170,0,23,Night,2,Night,Budget
SpiceJet,2019-03-24,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,1h 30m,non-stop,No check-in baggage included,1965,1965,3,24,6,1,Mar,90,0,5,Morning,7,Morning,Budget
Jet Airways,2019-05-01,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995,4995,5,1,2,2,May,90,0,10,Morning,11,Morning,Budget
Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,16:50,25/03/26 18:30,25h 40m,1 stop,No info,14641,14641,6,9,6,2,Jun,1540,1,16,Afternoon,18,Evening,Premium
Air India,2019-05-12,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460,4460,5,12,6,2,May,155,0,20,Evening,23,Night,Budget
Air India,2019-03-24,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,10191,10191,3,24,6,1,Mar,375,1,13,Afternoon,19,Evening,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,2:15,19:45,17h 30m,1 stop,In-flight meal not included,13843,13843,5,1,2,2,May,1050,1,2,Night,19,Evening,Premium
IndiGo,2019-06-09,Delhi,Cochin,DEL → LKO → COK,21:50,02/05/26 3:35,5h 45m,1 stop,No info,6349,6349,6,9,6,2,Jun,345,1,21,Night,3,Night,Mid-Range
Air Asia,2019-05-12,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409,4409,5,12,6,2,May,155,0,10,Morning,12,Afternoon,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,18:15,07/03/26 19:45,25h 30m,1 stop,No info,17024,17024,3,24,6,1,Mar,1530,1,18,Evening,19,Evening,Premium
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,7:05,21:00,13h 55m,1 stop,No info,13727,13727,5,1,2,2,May,835,1,7,Morning,21,Night,Premium
IndiGo,2019-06-09,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8855,8855,6,9,6,2,Jun,175,0,18,Evening,21,Night,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,8:45,19:00,10h 15m,1 stop,No info,12524,12524,5,12,6,2,May,615,1,8,Morning,19,Evening,Premium
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8h 40m,1 stop,No info,13555,13555,3,24,6,1,Mar,520,1,11,Morning,20,Evening,Premium
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,5h 30m,1 stop,In-flight meal not included,10844,10844,5,1,2,2,May,330,1,6,Morning,12,Afternoon,Premium
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,12h,1 stop,No info,13587,13587,6,9,6,2,Jun,720,1,9,Morning,21,Night,Premium
SpiceJet,2019-05-12,Chennai,Kolkata,MAA → CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,3543,5,12,6,2,May,135,0,9,Morning,12,Afternoon,Budget
Vistara,2019-03-24,Chennai,Kolkata,MAA → CCU,7:05,9:20,2h 15m,non-stop,No info,4842,4842,3,24,6,1,Mar,135,0,7,Morning,9,Morning,Budget
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,23:30,25/04/26 2:20,2h 50m,non-stop,No info,3943,3943,5,1,2,2,May,170,0,23,Night,2,Night,Budget
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:15,10/06/26 4:25,9h 10m,1 stop,In-flight meal not included,10577,10577,6,9,6,2,Jun,550,1,19,Evening,4,Night,Premium
IndiGo,2019-05-12,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6979,6979,5,12,6,2,May,625,1,10,Morning,21,Night,Mid-Range
Vistara,2019-03-24,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982,11982,3,24,6,1,Mar,140,0,17,Evening,20,Evening,Premium
SpiceJet,2019-05-01,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,4h 30m,1 stop,No info,5264,5264,5,1,2,2,May,270,1,8,Morning,13,Afternoon,Mid-Range
Vistara,2019-06-09,Delhi,Cochin,DEL → COK,6:00,9:10,3h 10m,non-stop,No info,8001,8001,6,9,6,2,Jun,190,0,6,Morning,9,Morning,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,02/06/26 19:15,23h 30m,2 stops,No info,10651,10651,5,12,6,2,May,1410,2,19,Evening,19,Evening,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,25/05/26 19:50,27h 20m,1 stop,In-flight meal not included,10844,10844,3,24,6,1,Mar,1640,1,16,Afternoon,19,Evening,Premium
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → HYD → COK,9:45,22:20,12h 35m,1 stop,No info,6601,6601,5,1,2,2,May,755,1,9,Morning,22,Night,Mid-Range
Air India,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:00,22/03/26 19:15,24h 15m,1 stop,No info,6587,6587,6,9,6,2,Jun,1455,1,19,Evening,19,Evening,Mid-Range
SpiceJet,2019-05-12,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No info,3173,3173,5,12,6,2,May,80,0,13,Afternoon,14,Afternoon,Budget
Air India,2019-03-24,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5228,5228,3,24,6,1,Mar,165,0,10,Morning,12,Afternoon,Mid-Range
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,non-stop,In-flight meal not included,5769,5769,5,1,2,2,May,180,0,7,Morning,10,Morning,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,11h,1 stop,No info,14714,14714,6,9,6,2,Jun,660,1,8,Morning,19,Evening,Premium
Jet Airways,2019-05-12,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,13h 30m,2 stops,No info,13014,13014,5,12,6,2,May,810,2,5,Morning,19,Evening,Premium
IndiGo,2019-03-24,Banglore,Delhi,BLR → DEL,22:10,04/06/26 1:00,2h 50m,non-stop,No info,3359,3359,3,24,6,1,Mar,170,0,22,Night,1,Night,Budget
GoAir,2019-05-01,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,6722,6722,5,1,2,2,May,175,0,20,Evening,23,Night,Mid-Range
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,9:35,12:20,2h 45m,non-stop,No info,4462,4462,6,9,6,2,Jun,165,0,9,Morning,12,Afternoon,Budget
IndiGo,2019-05-12,Delhi,Cochin,DEL → HYD → COK,4:55,16:10,11h 15m,1 stop,No info,6171,6171,5,12,6,2,May,675,1,4,Night,16,Afternoon,Mid-Range
Air India,2019-03-24,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,20:25,14h 35m,2 stops,No info,12303,12303,3,24,6,1,Mar,875,2,5,Morning,20,Evening,Premium
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,11:40,22/03/26 1:35,13h 55m,1 stop,No info,7695,7695,5,1,2,2,May,835,1,11,Morning,1,Night,Mid-Range
IndiGo,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:25,25/06/26 1:30,14h 5m,1 stop,No info,5684,5684,6,9,6,2,Jun,845,1,11,Morning,1,Night,Mid-Range
Air India,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:50,13/06/26 7:55,15h 5m,1 stop,No info,8366,8366,5,12,6,2,May,905,1,16,Afternoon,7,Morning,Mid-Range
Air India,2019-03-24,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,19630,19630,3,24,6,1,Mar,135,0,11,Morning,13,Afternoon,Premium
Jet Airways,2019-05-01,Banglore,New Delhi,BLR → BOM → DEL,14:05,07/03/26 5:05,15h,1 stop,In-flight meal not included,13502,13502,5,1,2,2,May,900,1,14,Afternoon,5,Morning,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,21:10,02/05/26 10:05,12h 55m,1 stop,No info,14781,14781,6,9,6,2,Jun,775,1,21,Night,10,Morning,Premium
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → HYD → COK,7:10,16:10,9h,1 stop,No info,6513,6513,5,12,6,2,May,540,1,7,Morning,16,Afternoon,Mid-Range
Air India,2019-03-24,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12h 15m,1 stop,No info,9929,9929,3,24,6,1,Mar,735,1,7,Morning,19,Evening,Mid-Range
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,07/06/26 1:30,7h 40m,2 stops,No info,18275,18275,5,1,2,2,May,460,2,17,Evening,1,Night,Premium
Air India,2019-06-09,Delhi,Cochin,DEL → MAA → COK,6:05,10/04/26 9:25,27h 20m,1 stop,No info,4487,4487,6,9,6,2,Jun,1640,1,6,Morning,9,Morning,Budget
IndiGo,2019-05-12,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2754,2754,5,12,6,2,May,85,0,21,Night,22,Night,Budget
Air India,2019-03-24,Mumbai,Hyderabad,BOM → HYD,6:20,7:40,1h 20m,non-stop,No info,2575,2575,3,24,6,1,Mar,80,0,6,Morning,7,Morning,Budget
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224,8224,5,1,2,2,May,330,1,15,Afternoon,21,Night,Mid-Range
Air India,2019-06-09,Delhi,Cochin,DEL → BLR → COK,20:30,10/03/26 8:15,11h 45m,1 stop,No info,8991,8991,6,9,6,2,Jun,705,1,20,Evening,8,Morning,Mid-Range
IndiGo,2019-05-12,Delhi,Cochin,DEL → COK,5:35,8:50,3h 15m,non-stop,No info,5000,5000,5,12,6,2,May,195,0,5,Morning,8,Morning,Budget
